tweet,Axial code by 1st coder,Axial code revisited by 1st coder,Axial Code by 2nd Coder,Reliability,Final code
 Quick opportunist PhonePe_ PhonePe IndiaFightsCorona insurance,APPRECIATION,APPRECIATION,,0,APPRECIATION
  PMCaresFund PhonePe_  IndiaFightsCorona,NULL,NULL,Donation,0,DONATION
 Is GooglePayIndia also contributing Rs for every contribution made to PM_CARES Fund as PhonePe_ Paytm are contributing As I want as much contribution as possible Tried PhonePe multiple times with diff Banks but it fails everytime PhonePeSupport IndiaFightsCorona,APPRECIATION,COMPLAINT,Donation,0,DONATION
 A small help from my end PMCARES PMCaresFund coronovirusindia IndiaFightsCorona meraPMmeraABHIMAN CovidCrisis DonateToSave PhonePe_ Paytm,DONATION,DONATION,Help Covid-19,1,DONATION
 What a great Idea from our respected CEO  Sir thanks for inspiring motivating me to contribute towards the nation  I really blessed that I working in such a great organisation I truly proud to be a PhonePe-r PhonePe100CrorePledge PMCaresFund IndiaFightsCorona,APPRECIATION,APPRECIATION,Appreciation,1,APPRECIATION
 DAY FEED INDIA DRIVE WE ARE FEEDING DAILY WAGERS Paytm google pay Phone pe Sansarita Jeevan Foundation HRDMinistry cmohry ArvindKejriwal CoronaWarrior Coronafighters IndiaFightsCorona PMOIndia,HELP-COVID19,HELP-COVID19,Help Covid-19,1,HELP-COVID19
 I4India PMCaresFund PhonePe IndiaFightsCorona IndiaVsCorona IndiaFightsCoronavirus PhonePe App A AAA AA A AAA AAA AAA AAA AA A AAA AAA AAA AA A AAA AA A AAA AAA AA A AAA AAA AAA AA A AAA AAA AAA AAA AA A AAA AAA AAA AA,DONATION,DONATION,Donation,1,DONATION
 IndiaFightsCorona Digitalmarketing BHIMUPI paytm googlepay phonepe mobikwi mohfw Covid19India ICMR COVID2019india COVID19outbreak,DONATION,DONATION,,0,DONATION
 You can also donate on using following methods Debit Cards and Credit Cards Internet Banking UPI BHIM Phonepe Amazon Pay Google Pay PayTM Mobikwik etc RTGS NEFT IndiaFightsCorona fightagainstcorona coronagoaway,DONATION,DONATION,Donation,1,DONATION
 As a student a Small contribution from me also for the nation appeal to all please donate in PMCaresFund as much as possible narendramodi PhonePe_ A AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AAA AA PMCARES IndiaFightsCorona Coronavirustruth Corona IndiaVsCorona DonateKaroNaIndia corona,DONATION,DONATION,Donation,1,DONATION
 Nothing should come in the way of your self-quarantine So do n t step out for banking just step up and do it digitally with the PhonePe_ Paytm GooglePay UPI_NPCI NPCI_BHIM App BeSafeGoDigital IndiaFightsCorona DigitalIndia StayHomeStaySafe,DONATION,DONATION,Request,1,DONATION
 Thats rubbish Companies indirectly managed my Chinese investors PhonePe_ Paytm has already pledged to contribute  crores even Google has pledged to contribute across the globe in different countries Not a time to play dirty politics Sir IndiaFightsCorona,COMPLAINT,COMPLAINT,Help Covid-19,0,COMPLAINT
 Come together with our best leader narendramodi ji to support our nation to fight against COVID2019india PhonePe_ is also adding values to our amount Proud of you phonepe IndiaFightsCorona StayHomeIndia PMOIndia AAA,APPRECIATION,APPRECIATION,Request,0,APPRECIATION
 DonateKaroNaIndia PhonePe PMcaresfund PMCaresFunds IndiaFightsCorona Flipkart,DONATION,DONATION,Donation,1,DONATION
 Hello Friends Please donate if you have n t support country in fighting Corona pandemic PMCARES CMRF Phonepe BHIM DonateIndiaDonate A AAA AAA AAA AA_A AAA AAA AA_A AAA AAA AAA AAA AAA AAA AA DonateKaroNaIndia Donation IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 DonateKaroNaIndia PMCaresFunds IndiaFightsCorona PhonePe_,DONATION,DONATION,Donation,1,DONATION
 I pledge to contribute Rs from my savings to Give Foundation NGO Lets save lives narendramodi akshaykumar TajinderBagga Shehzad_Ind GautamGambhir chitraaum HMOIndia CMOMaharashtra PMOIndia PhonePe_ IndiaFightsCorona DonateKaroNaIndia,DONATION,DONATION,Donation,1,DONATION
 Always happy to be with My_Country  DMy_PM IndiaFightsCorona DonateKaroNaIndia JaiHind_JaiBharat PhonePe_ pmcares sbi PMOIndia narendramodi AAA at Bhubaneswar Orissa,DONATION,DONATION,Help Covid-19,1,DONATION
 Donated my part will help in many other ways too Everyone must donate as much they could ensure no one sleeps hungry narendramodi PhonePe_ DonateKaroNaIndia IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 narendramodi PMOIndia MoHFW_INDIA PhonePe_ Together we can fight corona IndiaFightsCorona StayHomeStaySafe DonateKaroNaIndia PMCaresFunds JaiHind AAAA AAA,DONATION,DONATION,Donation,1,DONATION
 UPI BHIM PhonePe Amazon Pay Google Pay PayTM Mobikwik etc RTGS NEFT PMReliefFund IndiaFightsCorona GujaratFightsCovid19,DONATION,DONATION,,0,DONATION
 Done My Part  Please donate to PM Cares Fund   PhonePe_ narendramodi DonateKaroNaIndia IndiaFightsCorona StayAtHomeAndStaySafe ,DONATION,DONATION,Donation,1,DONATION
 You and me gave our bit to PMCARES Tata Fnd crores Reliance plus PayTm Adani Fnd Phonepe Mahindra Fnd cr Kumar cr Librandus and Haters are Busy with propaganda and Hate IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 You and me gave our bit to PMCARES Tata Fnd crores Reliance plus PayTm Adani Fnd Phonepe Mahindra Fnd cr Kumar cr Librandus and Haters are Busy with propaganda and Hate IndiaFightsCorona AAA,DONATION,DONATION,Donation,1,DONATION
 Again some help from MESS OF JOY donation from MESS OF JOY for IndiaFightsCorona narendramodi PMOIndia PhonePe_,DONATION,DONATION,Donation,1,DONATION
 A little donation of AAA425 - from our PG boys want to help IndiaFightsCorona they help as much amount they can manage and donate to PMCaresFunds narendramodi PMOIndia PhonePe_,DONATION,DONATION,Donation,1,DONATION
 It my small contribution to the PM-CARES Fund through different digital platform like Paytm PhonePe BHIM Google Pay COVID2019india IndiaFightsCorona Please StayHomeStaySafe Be responsible,DONATION,DONATION,Donation,1,DONATION
 I donated via PhonePe_ narendramodi to support CovidOut IndiaFightsCorona coronawilllose,DONATION,DONATION,Donation,1,DONATION
 I have done and I nominate you SanjeevKummar_ isaurabhkashyap PhonePe_ PMCares IndiaFightsCorona,DONATION,DONATION,,0,DONATION
 PhonePe_ pledge to collect Rs crores towards PMCARES in IndiaFightsCorona support and contribute well in your capacity Donate to the PMCARES fund,DONATION,DONATION,Donation,1,DONATION
 Done my contribution AAAA PhonePe_ PMOIndia UPI_NPCI COVID2019india IndiaFightsCorona PMCareFund,DONATION,DONATION,Donation,1,DONATION
 I have done and I nominate you Rajnishxkashyap PhonePe_ PMCares IndiaFightsCorona,DONATION,DONATION,,0,DONATION
WE ARE FEEDING DAILY WAGERS Paytm google pay Phone pe Sansarita Jeevan Foundation HRDMinistry cmohry ArvindKejriwal CoronaWarrior Coronafighters IndiaFightsCorona,HELP-COVID19,HELP-COVID19,Help Covid-19,1,HELP-COVID19
 My fellow indians better transfer form phone pe as I did I guess phone pe is not having Chinese investment like paytm China should be taught a lesson for sure IndiaFightsCorona,PUBLICITY,PUBLICITY,,0,PUBLICITY
 indiafightscorona Pls help our govt to fight with this pandemic Even a single penny countsAAAAAAAA jaihind PhonePe_ AAA,REQUEST,REQUEST,Request,1,REQUEST
 I have Done my part Requesting everyone to contribute PhonePe_ narendramodi PMOIndia IndiaFightsCorona,REQUEST,REQUEST,Request,1,REQUEST
 Appreciate PhonePe_ and their Delhi Team for reaching out to us and bringing us onboard in such a short time We are sure thay we will now reach to a larger population in helping the needy at this critical situation UPI_NPCI PMCARES IndiaFightsCorona,APPRECIATION,APPRECIATION,Appreciation,1,APPRECIATION
 When you donate any sum to the PMCARES fund using PhonePe_ or Paytm They are giving AAA10 on top of it and pledging upto AAA100cr to AAA500cr respectively IndiaFightsCorona DonateKaroNaIndia,DONATION,DONATION,Donation,1,DONATION
 While PhonePe_ launched their before Paytm announced their crore initiative PM narendramodi ji still praises the latter IndiaFightsCorona Lesson Novel ideas donAAAt matter folks what matter is your reach AAA,DONATION,DONATION,Help Covid-19,1,DONATION
 narendramodi PhonePe_ UPI_NPCI Bund Bund se Ghara Bharta hai IndiaFightsCorona,DONATION,DONATION,,0,DONATION
 A small contribution from my side to PMCareFund narendramodi PMOIndia Also shared the details on my job portal PhonePe_ IndiaFightsCorona DonateKaroNaIndia,DONATION,DONATION,Donation,1,DONATION
 Contributed in the PM CARES Fund We all need to do our bit for us humanity our future and our country IndiaFightsCorona PMCaresFund Phonepe,DONATION,DONATION,Donation,1,DONATION
 Dear PM narendramodi ji It bn heart warming to see u leading frm d front I may nt match d liks of akshaykumar BCCI RNTata2000 bt wud continue to donate small amt thru crowdsourcing like Paytm PhonePe_ as thy also contribute on every donation of ours IndiaFightsCorona,DONATION,DONATION,,0,DONATION
 narendramodi PhonePe_ Paytm akshaykumar richaanirudh DrKumarVishwas RubikaLiyaquat chitraaum DonateKaroNaIndia PMCaresFund CoronaWarriors IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 Our Volunteer has contributed towards PMCaresFund upon narendramodi appeal for India fight against CoronavirusOutbreak We appeal to you to donate to PMCARES UPIChalega PhonePe_ at pmcares sbi IndiaFightsCorona,DONATION,DONATION,,0,DONATION
  ChouhanShivraj CMMadhyaPradesh MPFightsCorona IndiaFightsCorona CollectorGuna PhonePe_ PMCARES,DONATION,DONATION,,0,DONATION
 Paytm and phonepe adding Extra if you donate using there app Used both app my country get extra cash back PMRelie PMCARES IndiaFightsCorona paytm phonepay donateforcause,DONATION,DONATION,Donation,1,DONATION
 I am a student and a small donation from my side to fight Corona narendramodi PMCares PhonePe_ IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 Doston judiye PhonePe_ ke DonateKaroNaIndia abhiyaan se aur screenshot send kijiye mujhe Aap sab ke sahyog ki aasha hai   Aaiye IndiaFightsCorona Me Desh kaa saath dete hai,DONATION,DONATION,,0,DONATION
  GPay PhonePe  mpczDiscom MpczBhopalCgm IndiaFightsCorona ChinaVirus19 AAA,NULL,NULL,,1,NULL
 GooglePay Paytm PhonePe Add easy interface in app to donate money in PM and CM corona relief funds SBI ICICIBank HDFC AxisBank You too update your app for the same To prevent fraud in name of relief fund donation IndiaFightsCorona PMOIndia HMOIndia retweet guys,DONATION,DONATION,Request,1,DONATION
 narendramodi  Paytm PhonePe_  COVID2019india IndiaFightsCorona IndiaFightsCornona,NULL,NULL,,1,NULL
 I donote to IndiaFightsCorona PMCaresFund,DONATION,DONATION,Donation,1,DONATION
 Theres nothing big or little Every single contribution matters Will donate more in coming days narendramodi PhonePe_ IndiaFightsCorona AAAAAAAA DonateKaroNaIndia,DONATION,DONATION,Donation,1,DONATION
 I am a constable from Uppolice A small contribution day salary from my side in PMReliefFund Dear all We are one family and we PolicemanAAAs are on road for yr help in the time of CoronaLockdown PhonePe_ Thnq PMOIndia Shri narendramodi sirAAAAAAAA pmcares IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 Let us join hands to defeat corona IndiaFightsCorona IndiaFightsCoronavirus StrongerTogether Donate using pmcares sbi Any BHIM UPI Thank you PhonePe_ for enabling this Below is a screenshot from your app I have done my part did you,DONATION,DONATION,Request,1,DONATION
PhonePe_ IndiaFightsCorona PMCARES AAA,NULL,NULL,,1,NULL
 To donate any amount to support our Team PayTm Google Pay Phone Pe Only Whatsapp Please like share and support IndiaFightsCorona COVIDIndia GharBaithoZindaRaho JaiHind JaiBharat SatkarFoundation FeelaHappy ThankYou,REQUEST,REQUEST,Donation,1,REQUEST
 In this tragic situation Those of us who are still in the comfort of our home well equipped and with our loved ones We should n t forget the less fortunate Please do n t hold back to help today Donate to pmcares sbi on PhonePe_ Paytm narendramodi IndiaFightsCorona PMCARES,REQUEST,REQUEST,Request,1,REQUEST
 Let Contribute IndiaFightsCorona Phonepesupport PhonePe_ PMOIndia PMCares,DONATION,DONATION,Help Covid-19,1,DONATION
 My father is a farmer struggle alot in life but he keep on teaching us bano agar tum kabil ho For my father I donate Thanks narendramodi Ji AAAA Also thanks to PhonePe for such a great initiative IndiaFightsCorona PMCARES AAA,APPRECIATION,APPRECIATION,Appreciation,1,APPRECIATION
 PhonePe_ I feel proud for this little amount to donate for corona   IndiaFightsCorona Coronaindia,DONATION,DONATION,Appreciation,0,DONATION
 ThereAAAs nothing big or little Every single contribution matters A student crore people AA Rs crores narendramodi PhonePe_ IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 narendramodi  PhonePe_ IndiaFightsCorona,NULL,NULL,,1,NULL
 PhonePe_ IndiaFightsCorona AAAAAAAA narendramodi,NULL,NULL,,1,NULL
 Small contribution Hope it helps a bit   IndiaFightsCorona DonateKaroNaIndia narendramodi PhonePe,DONATION,DONATION,Donation,1,DONATION
 Done  PhonePe_ narendramodi PMCARES IndiaFightsCorona,DONATION,DONATION,,0,DONATION
 Being a Student Every Small Contribution Matters We will fight Together against Corona  narendramodi PMOIndia PhonePe_ IndiaFightsCorona FightAgainstCOVID19,DONATION,DONATION,Donation,1,DONATION
 Theres nothing big or little Every single contribution matters narendramodi ji PhonePe_ IndiaFightsCorona ,DONATION,DONATION,Donation,1,DONATION
 IndiaFightsCorona PhonePe_ narendramodi,NULL,NULL,,1,NULL
 ThereAAAs nothing big or little Every single contribution matters UPI_NPCI narendramodi PhonePe_ IndiaFightsCorona AAAAAAAA,DONATION,DONATION,Donation,1,DONATION
 PMOIndia NPCI_NPCI UPI_NPCI PhonePe_ PhonePeSupport dilipasbe Done my part which I will regularly do here digitally as well as locally This is One India against IndiaFightsCorona DoneSir PMCARES donatekarona Do generosity do not ponder on how much,DONATION,DONATION,Help Covid-19,1,DONATION
 I personally asked more than people to donate and gets confirmation as well PhonePe_ IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 ThereAAAs nothing big or little Every single contribution matters narendramodi PhonePe_ IndiaFightsCorona AAAAAAAA,DONATION,DONATION,Donation,1,DONATION
 passing in some minutes  IndiaFightsCorona PhonePe100CrorePledge Phonepesupport PMCARES,HELP-COVID19,HELP-COVID19,,1,HELP-COVID19
 IndiaFightsCorona PMCARES LetsFightCoronaTogether LetsFightCovid19 Paytm PhonePe_ adding cashback and join funds as well AAA,HELP-COVID19,HELP-COVID19,Donation,1,HELP-COVID19
 narendramodi sir Small contribution from my side Happy to help AAAA PhonePe_ IndiaFightsCorona DonateKaroNa AAA,DONATION,DONATION,Donation,1,DONATION
 IndiaFightsCorona Paytm PhonePe_ ,NULL,NULL,,1,NULL
 We have done the payment after hour thorugh PhonePe_ that successfully done IndiaFightsCorona IndiaDeservesBetter,DONATION,DONATION,Donation,1,DONATION
 narendramodi PhonePe_ It small money but I am happy to donate for this IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 IndiaFightsCorona CoronaUpdate,NULL,NULL,,1,NULL
 narendramodi PhonePe_ My daughter inspired by narendramodi msg and she just donate just small her porket money to IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 Phonepe Wiki page says million users It might be much more than this rahulchari9 Pls clarify So they are targeting at least of their users to donate PMCaresFund PhonePe_ PhonePeSupport dilipasbe IndiaFightsCorona AAA at Hyderabad,DONATION,DONATION,Donation,1,DONATION
 Joined PhonePe_ by contributing a small amount We will fight and fight to win PMReliefFund pmcares IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 Join PhonePe_ donate to the PM-CARES Fund now Open your PhonePe App and start contribute Remember no contribution is too small IndiaFightsCorona narendramodi DonateKaroNaIndia Know more,DONATION,DONATION,Donation,1,DONATION
 I have done my bit on Paytm on PhonePe_ and on UPI_NPCI too God bless India pmcares IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 IndiaFightsCorona narendramodi PhonePe_ AAA,NULL,NULL,,1,NULL
 A small donation for narendramodi PM Relief Fund via PhonePe_ I nominate manjeetmax modi_bhakt01 Ankitag80620652 for the same IndiaFightsCorona Corona,DONATION,DONATION,Donation,1,DONATION
 Have done small contribution towards pmcares PhonePe_ will donate extra per donation Please spread this Yes together we can IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
 PM CARES FUND UPI ID pmcares sbi You can also donate on Using following methods Debit Cards Credit Cards Internet Banking RTGS NEFT UPI Mobikwik PayTm BHIM PhonePe Amazon Pay etc PMCARES AkshayKumar IndiaFightsCorona,DONATION,DONATION,Donation,1,DONATION
